headline,text,label
Democrats have zero room for error in Senate races as GOP House campaign builds,"The race for control of the 50-50 Senate has come down to the wire, with Democrats trying to hold a legislative line of defense as the prospect of a politically divided Washington grows increasingly likely.",sports
Democrats and Republicans invest millions to turn out beleaguered Georgia voters ahead of key Senate runoff,"In Georgia's key Senate runoff, a clichéd political adage could actually prove true: It may all come down to who turns out.",sports
"Major League Baseball has a diversity problem, experts say. This year's World Series is proof","Dario Otero Jr., affectionately known as DJ, admires Jackie Robinson for making history as the first Black American to play Major League Baseball.",sports
2022 In Review Fast Facts,Read CNN's Fast Facts to learn more about the events of 2022.,sports
Atltico Madrid doctor called upon to treat Pope Francis' knee injury,The head doctor at Spanish football club Atlético Madrid has been called upon by the Vatican to treat Pope Francis' knee injury.,sports
Kemp steers away from criticizing Trump ahead of Georgia governor's race,"For all of former President Donald Trump's efforts to defeat Georgia Gov. Brian Kemp during the primary, the Republican governor is loath to criticize his party's most influential figure ahead of next week's general election.",sports
Georgia runoff highlights GOP worries about Trump -- and excitement surrounding DeSantis,"Herschel Walker's success in his upcoming runoff against incumbent Democratic Sen. Raphael Warnock could depend on GOP luminaries flocking to Georgia between now and December 6, several Republicans say.",sports
"After conquering music world, rapper Stormzy targets racial inequality in football",Premier League clubs Manchester United and Fulham are among the organizations that are partnering with rapper Stormzy's Merky FC to improve diversity and representation at all levels of the football industry.,sports
"'Our dreams never came true.' These men helped build Qatar's World Cup, now they are struggling to survive.","Kamal was standing outside a shop with other migrant workers, having finished yet another grueling working day, when he and -- he says -- a few others were arrested this August. Without explanation, the 24-year-old says he was put into a vehicle and, for the …",sports
A match like no other. When the US played Iran at the 1998 World Cup,"""I remember it like it was yesterday,"" says Steve Sampson, his face breaking into a smile before spending his Friday morning reminiscing about what has frequently been described as the most politically charged match in World Cup history.",sports
Paul Pelosi attack unleashes partisan finger-pointing and sows fresh fears of political violence,America's toxic politics quickly turned the brutal attack on House Speaker Nancy Pelosi's husband into the latest vicious partisan fight -- even before the full facts are known.,sports
Prince William's Earthshot prize announces finalists,"The Earthshot Prize, an ambitious initiative founded by Prince William to help tackle some of the planet's most pressing environmental challenges, has unveiled its 15 finalists for the 2022 edition.",sports
The sudden decline of one of the largest crypto exchanges could rattle the sports industry,"The near collapse this week of FTX, one of the largest cryptocurrency exchanges, has sent shockwaves throughout the crypto startup and investment community. But the fallout could also spread to the sports industry.",sports
"Iran should not be allowed to play at World Cup, says former FIFA President Sepp Blatter","Former FIFA President Sepp Blatter thinks Iran should be barred from the upcoming World Cup in Qatar, a Swiss paper and online news website quoted him as saying Friday.",sports
Remembrance Sunday: For one dissenting voice this is his most dangerous day,"For footballer James McClean, Remembrance Sunday is arguably his most difficult day of the year.",sports
FIFA forbids Danish men's soccer team from wearing pro-human rights shirts at Qatar World Cup,The men's Danish soccer team has been forbidden from wearing training shirts showing human rights messaging at this month's World Cup in Qatar.,sports
How Qatar ended up hosting the World Cup,"With the World Cup now underway in Qatar, many are wondering how this moment arrived -- that a tiny Gulf nation with little footballing history ended up hosting the biggest event the sport has to offer.",sports
"Start your week smart: Snowstorm, LGBTQ nightclub shooting, Climate, Twitter, Biden",Here's what you need to know to Start Your Week Smart.,sports
NFL Week 9 Preview: Tom Brady's Buccaneers Meet Reigning Super Bowl Champion Rams,The two most recent Super Bowl winners face off on Sunday when the Los Angeles Rams (3-4) travel south to face the Tampa Bay Buccaneers (3-5).,sports
NBA superstar Luka Doncic says he prefers chess to Twitter,"Much of the world seems to be talking about Elon Musk's takeover of Twitter and his decision to charge $8 a month for a blue tick, but Luka Doncic appears to have more cerebral pursuits on his mind when he switches on his phone.",sports
Judge dismisses former Jacksonville Jaguars kicker Josh Lambo's lawsuit against team,"A Florida judge has dismissed a lawsuit filed by former NFL kicker Josh Lambo against the Jacksonville Jaguars in which he sought back pay and damages for emotional distress allegedly inflicted by the team's former head coach Urban Meyer, whom he accused of c…",sports
How an 'electronic nose' could help fight wildfires,"German startup Dryad has designed a cheap sensor that it says could drastically speed up the detection of wildfires, reducing damage and cutting carbon emissions.",sports
Lionel Messi fronts up to defeat as Saudi fans take over Doha after World Cup upset,Argentina's game against Saudi Arabia on Tuesday was supposed to serve as the perfect springboard for Lionel Messi's last dance at the World Cup.,sports
"5 things to know for Oct. 31: Midterms, Brazil, South Korea, Supreme Court, Elon Musk",Here's what else you need to know to Get Up to Speed and On with Your Day.,sports
